magento->LAYOUT->layout_render->TEMPLATE:/srv/public_html/vendor/magento/module-catalog/view/frontend/templates/category/products.phtml->TEMPLATE:/srv/public_html/app/code/Milople/Requestforquote/view/frontend/templates/list.phtml->TEMPLATE:/srv/public_html/vendor/magento/module-wishlist/view/frontend/templates/catalog/product/list/addto/wishlist.phtml,0.006162,0.000308,20,"-5,712",0
magento->LAYOUT->layout_render->TEMPLATE:/srv/public_html/vendor/magento/module-catalog/view/frontend/templates/category/products.phtml->TEMPLATE:/srv/public_html/app/code/Milople/Requestforquote/view/frontend/templates/list.phtml->TEMPLATE:/srv/public_html/vendor/magento/module-catalog/view/frontend/templates/product/list/addto/compare.phtml,0.003394,0.000170,20,"4,936",0
magento->LAYOUT->layout_render->TEMPLATE:/srv/public_html/app/code/Infortis/UltraMegamenu/view/frontend/templates/categories.phtml,0.008337,0.008337,1,"30,072",0
magento->LAYOUT->layout_render->TEMPLATE:/srv/public_html/app/design/frontend/Infortis/base/Magento_LayeredNavigation/templates/layer/view.phtml,0.007823,0.007823,1,"104,872",0
magento->LAYOUT->layout_render->TEMPLATE:/srv/public_html/app/design/frontend/Infortis/base/Magento_LayeredNavigation/templates/layer/view.phtml->TEMPLATE:/srv/public_html/vendor/magento/module-layered-navigation/view/frontend/templates/layer/filter.phtml,0.001616,0.000808,2,"4,296",0
magento->LAYOUT->layout_render->TEMPLATE:/srv/public_html/app/design/frontend/Infortis/base/Infortis_Base/templates/html/footer.phtml,0.014079,0.014079,1,"27,576",0
magento->LAYOUT->layout_render->TEMPLATE:/srv/public_html/app/design/frontend/Infortis/base/Infortis_Base/templates/html/footer.phtml->EVENT:view_block_abstract_to_html_before,0.000098,0.000008,12,"-2,952",0
magento->LAYOUT->layout_render->TEMPLATE:/srv/public_html/app/design/frontend/Infortis/base/Infortis_Base/templates/html/footer.phtml->EVENT:view_block_abstract_to_html_after,0.000151,0.000013,12,"-3,144",0
magento->LAYOUT->layout_render->TEMPLATE:/srv/public_html/app/design/frontend/Infortis/base/Infortis_Base/templates/html/footer.phtml->EVENT:core_layout_render_element,0.000504,0.000039,13,"9,384",0
magento->LAYOUT->layout_render->TEMPLATE:/srv/public_html/app/design/frontend/Infortis/base/Infortis_Base/templates/html/footer.phtml->EVENT:core_layout_render_element->OBSERVER:pagecache,0.000270,0.000021,13,"1,224",0
magento->LAYOUT->layout_render->TEMPLATE:/srv/public_html/app/design/frontend/Infortis/base/Infortis_Base/templates/js/footer_theme_scripts.phtml,0.000181,0.000181,1,"25,632",0
magento->LAYOUT->layout_render->TEMPLATE:/srv/public_html/vendor/stripeofficial/module-instant-checkout/view/frontend/templates/config.phtml,0.001271,0.001271,1,"1,912",0
